,Date,year,month,day,flow
18071,2012-09-28,2012,9,28,"4,3697"
18735,2012-09-29,2012,9,29,"4,117"
19399,2012-09-30,2012,9,30,"4,117"
142,2012-10-01,2012,10,1,"3,3946"
806,2012-10-02,2012,10,2,"3,3946"
1470,2012-10-03,2012,10,3,"2,7277"
2134,2012-10-04,2012,10,4,"2,7277"
2798,2012-10-05,2012,10,5,"2,3153"
3462,2012-10-06,2012,10,6,"2,3153"
4126,2012-10-07,2012,10,7,"2,3153"
4790,2012-10-08,2012,10,8,"2,119"
5454,2012-10-09,2012,10,9,"2,119"
6118,2012-10-10,2012,10,10,"2,3153"
6782,2012-10-11,2012,10,11,"2,3153"
7446,2012-10-12,2012,10,12,"2,3153"
8110,2012-10-13,2012,10,13,"2,5182"
8774,2012-10-14,2012,10,14,"2,3153"
9438,2012-10-15,2012,10,15,"2,3153"
10102,2012-10-16,2012,10,16,"2,7277"
10766,2012-10-17,2012,10,17,"3,166"
11430,2012-10-18,2012,10,18,"2,7277"
12094,2012-10-19,2012,10,19,"2,7277"
12758,2012-10-20,2012,10,20,"2,3153"
13422,2012-10-21,2012,10,21,"2,3153"
14086,2012-10-22,2012,10,22,"2,3153"
14750,2012-10-23,2012,10,23,"2,5182"
15414,2012-10-24,2012,10,24,"3,6294"
16078,2012-10-25,2012,10,25,"3,166"
16742,2012-10-26,2012,10,26,"2,7277"
17406,2012-10-27,2012,10,27,"2,7277"
18070,2012-10-28,2012,10,28,"2,7277"
18734,2012-10-29,2012,10,29,"4,117"
19398,2012-10-30,2012,10,30,"3,6294"
20062,2012-10-31,2012,10,31,"3,3946"
141,2012-11-01,2012,11,1,"3,3946"
805,2012-11-02,2012,11,2,"3,3946"
1469,2012-11-03,2012,11,3,"3,3946"
2133,2012-11-04,2012,11,4,"5,438"
2797,2012-11-05,2012,11,5,"6,0057"
3461,2012-11-06,2012,11,6,"6,2978"
4125,2012-11-07,2012,11,7,"5,1624"
4789,2012-11-08,2012,11,8,"6,0057"
5453,2012-11-09,2012,11,9,"8,8232"
6117,2012-11-10,2012,11,10,"11,6682"
6781,2012-11-11,2012,11,11,"9,1618"
7445,2012-11-12,2012,11,12,"7,2059"
8109,2012-11-13,2012,11,13,"6,2978"
8773,2012-11-14,2012,11,14,"6,2978"
9437,2012-11-15,2012,11,15,"6,2978"
10101,2012-11-16,2012,11,16,"6,2978"
10765,2012-11-17,2012,11,17,"6,2978"
11429,2012-11-18,2012,11,18,"5,7191"
12093,2012-11-19,2012,11,19,"5,7191"
12757,2012-11-20,2012,11,20,"5,1624"
13421,2012-11-21,2012,11,21,"5,1624"
14085,2012-11-22,2012,11,22,"4,117"
14749,2012-11-23,2012,11,23,"4,6282"
15413,2012-11-24,2012,11,24,"5,1624"
16077,2012-11-25,2012,11,25,"5,1624"
16741,2012-11-26,2012,11,26,"5,1624"
17405,2012-11-27,2012,11,27,"5,438"
18069,2012-11-28,2012,11,28,"6,0057"
18733,2012-11-29,2012,11,29,"8,4896"
19397,2012-11-30,2012,11,30,"7,2059"
140,2012-12-01,2012,12,1,"5,7191"
804,2012-12-02,2012,12,2,"7,2059"
1468,2012-12-03,2012,12,3,"8,161"
2132,2012-12-04,2012,12,4,"11,2958"
2796,2012-12-05,2012,12,5,"13,2044"
3460,2012-12-06,2012,12,6,"9,8538"
4124,2012-12-07,2012,12,7,"8,161"
4788,2012-12-08,2012,12,8,"7,2059"
5452,2012-12-09,2012,12,9,"7,5191"
6116,2012-12-10,2012,12,10,"8,161"
6780,2012-12-11,2012,12,11,"8,8232"
7444,2012-12-12,2012,12,12,"7,5191"
8108,2012-12-13,2012,12,13,"6,8979"
8772,2012-12-14,2012,12,14,"6,8979"
9436,2012-12-15,2012,12,15,"7,2059"
10100,2012-12-16,2012,12,16,"7,8375"
10764,2012-12-17,2012,12,17,"7,8375"
11428,2012-12-18,2012,12,18,"7,5191"
12092,2012-12-19,2012,12,19,"8,4896"
12756,2012-12-20,2012,12,20,"8,4896"
13420,2012-12-21,2012,12,21,"6,8979"
14084,2012-12-22,2012,12,22,"5,7191"
14748,2012-12-23,2012,12,23,"5,1624"
15412,2012-12-24,2012,12,24,"4,8925"
16076,2012-12-25,2012,12,25,"5,7191"
16740,2012-12-26,2012,12,26,"5,1624"
17404,2012-12-27,2012,12,27,"4,6282"
18068,2012-12-28,2012,12,28,"4,6282"
18732,2012-12-29,2012,12,29,"4,6282"
19396,2012-12-30,2012,12,30,"4,6282"
20060,2012-12-31,2012,12,31,"6,8979"
139,2013-01-01,2013,1,1,"6,2978"
803,2013-01-02,2013,1,2,"6,0057"
1467,2013-01-03,2013,1,3,"5,7191"
2131,2013-01-04,2013,1,4,"5,1624"
2795,2013-01-05,2013,1,5,"4,8925"
3459,2013-01-06,2013,1,6,"4,8925"
4123,2013-01-07,2013,1,7,"4,6282"
4787,2013-01-08,2013,1,8,"4,6282"
5451,2013-01-09,2013,1,9,"6,5952"
6115,2013-01-10,2013,1,10,"11,6682"
6779,2013-01-11,2013,1,11,"10,2071"
7443,2013-01-12,2013,1,12,"10,9281"
8107,2013-01-13,2013,1,13,"10,9281"
8771,2013-01-14,2013,1,14,"9,8538"
9435,2013-01-15,2013,1,15,"9,5053"
10099,2013-01-16,2013,1,16,"11,2958"
10763,2013-01-17,2013,1,17,"13,5999"
11427,2013-01-18,2013,1,18,"10,2071"
12091,2013-01-19,2013,1,19,"9,5053"
12755,2013-01-20,2013,1,20,"11,6682"
13419,2013-01-21,2013,1,21,"16,9249"
14083,2013-01-22,2013,1,22,"17,3603"
14747,2013-01-23,2013,1,23,"13,5999"
15411,2013-01-24,2013,1,24,"22,515"
16075,2013-01-25,2013,1,25,"18,6919"
16739,2013-01-26,2013,1,26,"12,8134"
17403,2013-01-27,2013,1,27,"13,2044"
18067,2013-01-28,2013,1,28,"16,4939"
18731,2013-01-29,2013,1,29,"31,0355"
19395,2013-01-30,2013,1,30,"31,605"
20059,2013-01-31,2013,1,31,"38,147"
138,2013-02-01,2013,2,1,"28,2526"
802,2013-02-02,2013,2,2,"19,1443"
1466,2013-02-03,2013,2,3,"23,0144"
2130,2013-02-04,2013,2,4,"17,3603"
2794,2013-02-05,2013,2,5,"16,4939"
3458,2013-02-06,2013,2,6,"16,4939"
4122,2013-02-07,2013,2,7,"17,3603"
4786,2013-02-08,2013,2,8,"18,2438"
5450,2013-02-09,2013,2,9,"31,0355"
6114,2013-02-10,2013,2,10,"32,7566"
6778,2013-02-11,2013,2,11,"32,7566"
7442,2013-02-12,2013,2,12,"31,0355"
8106,2013-02-13,2013,2,13,"23,0144"
8770,2013-02-14,2013,2,14,"20,563"
9434,2013-02-15,2013,2,15,"19,6145"
10098,2013-02-16,2013,2,16,"18,2438"
10762,2013-02-17,2013,2,17,"18,2438"
11426,2013-02-18,2013,2,18,"17,3603"
12090,2013-02-19,2013,2,19,"17,3603"
12754,2013-02-20,2013,2,20,"16,4939"
13418,2013-02-21,2013,2,21,"16,0673"
14082,2013-02-22,2013,2,22,"15,645"
14746,2013-02-23,2013,2,23,"16,0673"
15410,2013-02-24,2013,2,24,"17,7999"
16074,2013-02-25,2013,2,25,"17,3603"
16738,2013-02-26,2013,2,26,"16,4939"
17402,2013-02-27,2013,2,27,"16,9249"
18066,2013-02-28,2013,2,28,"16,4939"
137,2013-03-01,2013,3,1,"19,1443"
801,2013-03-02,2013,3,2,"24,0265"
1465,2013-03-03,2013,3,3,"29,9095"
2129,2013-03-04,2013,3,4,"25,5783"
2793,2013-03-05,2013,3,5,"20,563"
3457,2013-03-06,2013,3,6,"20,0865"
4121,2013-03-07,2013,3,7,"19,1443"
4785,2013-03-08,2013,3,8,"23,5182"
5449,2013-03-09,2013,3,9,"24,0265"
6113,2013-03-10,2013,3,10,"23,5182"
6777,2013-03-11,2013,3,11,"22,0202"
7441,2013-03-12,2013,3,12,"19,1443"
8105,2013-03-13,2013,3,13,"19,1443"
8769,2013-03-14,2013,3,14,"41,2863"
9433,2013-03-15,2013,3,15,"64,4925"
10097,2013-03-16,2013,3,16,"52,7114"
10761,2013-03-17,2013,3,17,"38,147"
11425,2013-03-18,2013,3,18,"33,9252"
12089,2013-03-19,2013,3,19,"32,1787"
12753,2013-03-20,2013,3,20,"30,4704"
13417,2013-03-21,2013,3,21,"29,3529"
14081,2013-03-22,2013,3,22,"27,709"
14745,2013-03-23,2013,3,23,"26,1044"
15409,2013-03-24,2013,3,24,"26,1044"
16073,2013-03-25,2013,3,25,"25,0566"
16737,2013-03-26,2013,3,26,"42,5705"
17401,2013-03-27,2013,3,27,"53,4189"
18065,2013-03-28,2013,3,28,"52,7114"
18729,2013-03-29,2013,3,29,"36,3127"
19393,2013-03-30,2013,3,30,"33,9252"
20057,2013-03-31,2013,3,31,"31,0355"
136,2013-04-01,2013,4,1,"30,4704"
800,2013-04-02,2013,4,2,"28,2526"
1464,2013-04-03,2013,4,3,"26,6349"
2128,2013-04-04,2013,4,4,"26,1044"
2792,2013-04-05,2013,4,5,"27,1697"
3456,2013-04-06,2013,4,6,"28,8006"
4120,2013-04-07,2013,4,7,"28,8006"
4784,2013-04-08,2013,4,8,"28,2526"
5448,2013-04-09,2013,4,9,"29,9095"
6112,2013-04-10,2013,4,10,"32,7566"
6776,2013-04-11,2013,4,11,"32,7566"
7440,2013-04-12,2013,4,12,"33,3388"
8104,2013-04-13,2013,4,13,"35,7096"
8768,2013-04-14,2013,4,14,"38,7666"
9432,2013-04-15,2013,4,15,"34,5158"
10096,2013-04-16,2013,4,16,"33,9252"
10760,2013-04-17,2013,4,17,"32,7566"
11424,2013-04-18,2013,4,18,"31,605"
12088,2013-04-19,2013,4,19,"29,9095"
12752,2013-04-20,2013,4,20,"28,2526"
13416,2013-04-21,2013,4,21,"27,1697"
14080,2013-04-22,2013,4,22,"26,1044"
14744,2013-04-23,2013,4,23,"24,0265"
15408,2013-04-24,2013,4,24,"24,0265"
16072,2013-04-25,2013,4,25,"24,0265"
16736,2013-04-26,2013,4,26,"24,0265"
17400,2013-04-27,2013,4,27,"24,0265"
18064,2013-04-28,2013,4,28,"23,5182"
18728,2013-04-29,2013,4,29,"23,0144"
19392,2013-04-30,2013,4,30,"22,0202"
135,2013-05-01,2013,5,1,"22,0202"
799,2013-05-02,2013,5,2,"22,0202"
1463,2013-05-03,2013,5,3,"21,5299"
2127,2013-05-04,2013,5,4,"21,0442"
2791,2013-05-05,2013,5,5,"20,0865"
3455,2013-05-06,2013,5,6,"20,0865"
4119,2013-05-07,2013,5,7,"20,0865"
4783,2013-05-08,2013,5,8,"19,6145"
5447,2013-05-09,2013,5,9,"19,1443"
6111,2013-05-10,2013,5,10,"19,1443"
6775,2013-05-11,2013,5,11,"19,1443"
7439,2013-05-12,2013,5,12,"19,1443"
8103,2013-05-13,2013,5,13,"18,6919"
8767,2013-05-14,2013,5,14,"18,6919"
9431,2013-05-15,2013,5,15,"18,6919"
10095,2013-05-16,2013,5,16,"18,6919"
10759,2013-05-17,2013,5,17,"18,6919"
11423,2013-05-18,2013,5,18,"18,2438"
12087,2013-05-19,2013,5,19,"18,2438"
12751,2013-05-20,2013,5,20,"18,2438"
13415,2013-05-21,2013,5,21,"18,2438"
14079,2013-05-22,2013,5,22,"18,2438"
14743,2013-05-23,2013,5,23,"18,2438"
15407,2013-05-24,2013,5,24,"18,2438"
16071,2013-05-25,2013,5,25,"17,7999"
16735,2013-05-26,2013,5,26,"17,7999"
17399,2013-05-27,2013,5,27,"17,3603"
18063,2013-05-28,2013,5,28,"17,3603"
18727,2013-05-29,2013,5,29,"16,4939"
19391,2013-05-30,2013,5,30,"19,6145"
20055,2013-05-31,2013,5,31,"24,0265"
134,2013-06-01,2013,6,1,"23,0144"
798,2013-06-02,2013,6,2,"21,0442"
1462,2013-06-03,2013,6,3,"21,0442"
2126,2013-06-04,2013,6,4,"21,0442"
2790,2013-06-05,2013,6,5,"21,0442"
3454,2013-06-06,2013,6,6,"21,0442"
4118,2013-06-07,2013,6,7,"31,0355"
4782,2013-06-08,2013,6,8,"25,5783"
5446,2013-06-09,2013,6,9,"24,0265"
6110,2013-06-10,2013,6,10,"23,0144"
6774,2013-06-11,2013,6,11,"22,0202"
7438,2013-06-12,2013,6,12,"22,0202"
8102,2013-06-13,2013,6,13,"20,563"
8766,2013-06-14,2013,6,14,"19,1443"
9430,2013-06-15,2013,6,15,"18,2438"
10094,2013-06-16,2013,6,16,"17,3603"
10758,2013-06-17,2013,6,17,"16,4939"
11422,2013-06-18,2013,6,18,"16,4939"
12086,2013-06-19,2013,6,19,"16,4939"
12750,2013-06-20,2013,6,20,"16,4939"
13414,2013-06-21,2013,6,21,"16,0673"
14078,2013-06-22,2013,6,22,"15,645"
14742,2013-06-23,2013,6,23,"15,645"
15406,2013-06-24,2013,6,24,"15,645"
16070,2013-06-25,2013,6,25,"15,645"
16734,2013-06-26,2013,6,26,"15,645"
17398,2013-06-27,2013,6,27,"15,2271"
18062,2013-06-28,2013,6,28,"14,8136"
18726,2013-06-29,2013,6,29,"14,8136"
19390,2013-06-30,2013,6,30,"14,8136"
133,2013-07-01,2013,7,1,"14,8136"
797,2013-07-02,2013,7,2,"14,8136"
1461,2013-07-03,2013,7,3,"14,4045"
2125,2013-07-04,2013,7,4,"14,0"
2789,2013-07-05,2013,7,5,"14,0"
3453,2013-07-06,2013,7,6,"14,0"
4117,2013-07-07,2013,7,7,"14,0"
4781,2013-07-08,2013,7,8,"13,2044"
5445,2013-07-09,2013,7,9,"13,2044"
6109,2013-07-10,2013,7,10,"13,2044"
6773,2013-07-11,2013,7,11,"13,2044"
7437,2013-07-12,2013,7,12,"13,2044"
8101,2013-07-13,2013,7,13,"13,2044"
8765,2013-07-14,2013,7,14,"13,2044"
9429,2013-07-15,2013,7,15,"12,8134"
10093,2013-07-16,2013,7,16,"12,8134"
10757,2013-07-17,2013,7,17,"12,4271"
11421,2013-07-18,2013,7,18,"12,4271"
12085,2013-07-19,2013,7,19,"12,4271"
12749,2013-07-20,2013,7,20,"12,4271"
13413,2013-07-21,2013,7,21,"12,4271"
14077,2013-07-22,2013,7,22,"11,6682"
14741,2013-07-23,2013,7,23,"11,6682"
15405,2013-07-24,2013,7,24,"11,6682"
16069,2013-07-25,2013,7,25,"10,9281"
16733,2013-07-26,2013,7,26,"10,5652"
17397,2013-07-27,2013,7,27,"10,5652"
18061,2013-07-28,2013,7,28,"10,5652"
18725,2013-07-29,2013,7,29,"10,5652"
19389,2013-07-30,2013,7,30,"10,5652"
20053,2013-07-31,2013,7,31,"10,5652"
132,2013-08-01,2013,8,1,"10,5652"
796,2013-08-02,2013,8,2,"10,2071"
1460,2013-08-03,2013,8,3,"10,2071"
2124,2013-08-04,2013,8,4,"10,2071"
2788,2013-08-05,2013,8,5,"10,2071"
3452,2013-08-06,2013,8,6,"10,2071"
4116,2013-08-07,2013,8,7,"10,2071"
4780,2013-08-08,2013,8,8,"10,2071"
5444,2013-08-09,2013,8,9,"10,2071"
6108,2013-08-10,2013,8,10,"10,2071"
6772,2013-08-11,2013,8,11,"9,5053"
7436,2013-08-12,2013,8,12,"9,5053"
8100,2013-08-13,2013,8,13,"9,5053"
8764,2013-08-14,2013,8,14,"9,5053"
9428,2013-08-15,2013,8,15,"9,5053"
10092,2013-08-16,2013,8,16,"9,5053"
10756,2013-08-17,2013,8,17,"9,5053"
11420,2013-08-18,2013,8,18,"9,5053"
12084,2013-08-19,2013,8,19,"9,5053"
12748,2013-08-20,2013,8,20,"9,1618"
13412,2013-08-21,2013,8,21,"9,1618"
14076,2013-08-22,2013,8,22,"9,1618"
14740,2013-08-23,2013,8,23,"9,1618"
15404,2013-08-24,2013,8,24,"9,1618"
16068,2013-08-25,2013,8,25,"9,1618"
16732,2013-08-26,2013,8,26,"8,4896"
17396,2013-08-27,2013,8,27,"8,4896"
18060,2013-08-28,2013,8,28,"8,4896"
18724,2013-08-29,2013,8,29,"8,161"
19388,2013-08-30,2013,8,30,"8,161"
20052,2013-08-31,2013,8,31,"8,161"
131,2013-09-01,2013,9,1,"8,161"
795,2013-09-02,2013,9,2,"8,161"
1459,2013-09-03,2013,9,3,"7,8375"
2123,2013-09-04,2013,9,4,"7,8375"
2787,2013-09-05,2013,9,5,"7,5191"
3451,2013-09-06,2013,9,6,"7,5191"
4115,2013-09-07,2013,9,7,"7,5191"
4779,2013-09-08,2013,9,8,"7,5191"
5443,2013-09-09,2013,9,9,"7,2059"
6107,2013-09-10,2013,9,10,"6,8979"
6771,2013-09-11,2013,9,11,"6,2978"
7435,2013-09-12,2013,9,12,"6,2978"
8099,2013-09-13,2013,9,13,"6,2978"
8763,2013-09-14,2013,9,14,"6,0057"
9427,2013-09-15,2013,9,15,"6,0057"
10091,2013-09-16,2013,9,16,"6,0057"
10755,2013-09-17,2013,9,17,"6,0057"
11419,2013-09-18,2013,9,18,"6,8979"
12083,2013-09-19,2013,9,19,"6,5952"
12747,2013-09-20,2013,9,20,"6,5952"
13411,2013-09-21,2013,9,21,"6,5952"
14075,2013-09-22,2013,9,22,"6,5952"
14739,2013-09-23,2013,9,23,"6,5952"
15403,2013-09-24,2013,9,24,"6,5952"
16067,2013-09-25,2013,9,25,"6,2978"
16731,2013-09-26,2013,9,26,"6,2978"
17395,2013-09-27,2013,9,27,"6,0057"
18059,2013-09-28,2013,9,28,"6,0057"
18723,2013-09-29,2013,9,29,"7,8375"
19387,2013-09-30,2013,9,30,"9,1618"
130,2013-10-01,2013,10,1,"8,8232"
794,2013-10-02,2013,10,2,"8,161"
1458,2013-10-03,2013,10,3,"9,1618"
2122,2013-10-04,2013,10,4,"10,2071"
2786,2013-10-05,2013,10,5,"12,4271"
3450,2013-10-06,2013,10,6,"9,8538"
4114,2013-10-07,2013,10,7,"8,4896"
4778,2013-10-08,2013,10,8,"8,8232"
5442,2013-10-09,2013,10,9,"9,1618"
6106,2013-10-10,2013,10,10,"8,161"
6770,2013-10-11,2013,10,11,"7,5191"
7434,2013-10-12,2013,10,12,"7,5191"
8098,2013-10-13,2013,10,13,"6,2978"
8762,2013-10-14,2013,10,14,"6,2978"
9426,2013-10-15,2013,10,15,"6,2978"
10090,2013-10-16,2013,10,16,"5,438"
10754,2013-10-17,2013,10,17,"6,2978"
11418,2013-10-18,2013,10,18,"7,2059"
12082,2013-10-19,2013,10,19,"7,2059"
12746,2013-10-20,2013,10,20,"7,2059"
13410,2013-10-21,2013,10,21,"7,2059"
14074,2013-10-22,2013,10,22,"6,5952"
14738,2013-10-23,2013,10,23,"5,7191"
15402,2013-10-24,2013,10,24,"6,8979"
16066,2013-10-25,2013,10,25,"6,2978"
16730,2013-10-26,2013,10,26,"5,7191"
17394,2013-10-27,2013,10,27,"5,7191"
18058,2013-10-28,2013,10,28,"5,438"
18722,2013-10-29,2013,10,29,"5,1624"
19386,2013-10-30,2013,10,30,"7,5191"
20050,2013-10-31,2013,10,31,"7,2059"
129,2013-11-01,2013,11,1,"6,8979"
793,2013-11-02,2013,11,2,"6,2978"
1457,2013-11-03,2013,11,3,"6,8979"
2121,2013-11-04,2013,11,4,"7,5191"
2785,2013-11-05,2013,11,5,"15,645"
3449,2013-11-06,2013,11,6,"41,9264"
4113,2013-11-07,2013,11,7,"47,8681"
4777,2013-11-08,2013,11,8,"25,0566"
5441,2013-11-09,2013,11,9,"21,0442"
6105,2013-11-10,2013,11,10,"18,2438"
6769,2013-11-11,2013,11,11,"19,6145"
7433,2013-11-12,2013,11,12,"22,0202"
8097,2013-11-13,2013,11,13,"18,2438"
8761,2013-11-14,2013,11,14,"14,8136"
9425,2013-11-15,2013,11,15,"14,8136"
10089,2013-11-16,2013,11,16,"14,8136"
10753,2013-11-17,2013,11,17,"18,2438"
11417,2013-11-18,2013,11,18,"17,3603"
12081,2013-11-19,2013,11,19,"17,3603"
12745,2013-11-20,2013,11,20,"18,2438"
13409,2013-11-21,2013,11,21,"16,4939"
14073,2013-11-22,2013,11,22,"17,3603"
14737,2013-11-23,2013,11,23,"26,1044"
15401,2013-11-24,2013,11,24,"29,9095"
16065,2013-11-25,2013,11,25,"32,7566"
16729,2013-11-26,2013,11,26,"31,605"
17393,2013-11-27,2013,11,27,"28,2526"
18057,2013-11-28,2013,11,28,"25,0566"
18721,2013-11-29,2013,11,29,"20,0865"
19385,2013-11-30,2013,11,30,"35,1106"
128,2013-12-01,2013,12,1,"28,8006"
792,2013-12-02,2013,12,2,"25,0566"
1456,2013-12-03,2013,12,3,"23,0144"
2120,2013-12-04,2013,12,4,"20,0865"
2784,2013-12-05,2013,12,5,"18,2438"
3448,2013-12-06,2013,12,6,"17,3603"
4112,2013-12-07,2013,12,7,"18,2438"
4776,2013-12-08,2013,12,8,"33,3388"
5440,2013-12-09,2013,12,9,"32,7566"
6104,2013-12-10,2013,12,10,"30,4704"
6768,2013-12-11,2013,12,11,"30,4704"
7432,2013-12-12,2013,12,12,"30,4704"
8096,2013-12-13,2013,12,13,"36,92"
8760,2013-12-14,2013,12,14,"33,3388"
9424,2013-12-15,2013,12,15,"24,0265"
10088,2013-12-16,2013,12,16,"23,0144"
10752,2013-12-17,2013,12,17,"23,0144"
11416,2013-12-18,2013,12,18,"23,0144"
12080,2013-12-19,2013,12,19,"23,0144"
12744,2013-12-20,2013,12,20,"22,515"
13408,2013-12-21,2013,12,21,"22,515"
14072,2013-12-22,2013,12,22,"22,515"
14736,2013-12-23,2013,12,23,"22,515"
15400,2013-12-24,2013,12,24,"23,0144"
16064,2013-12-25,2013,12,25,"23,0144"
16728,2013-12-26,2013,12,26,"24,0265"
17392,2013-12-27,2013,12,27,"25,0566"
18056,2013-12-28,2013,12,28,"24,0265"
18720,2013-12-29,2013,12,29,"24,0265"
19384,2013-12-30,2013,12,30,"23,0144"
20048,2013-12-31,2013,12,31,"22,515"
127,2014-01-01,2014,1,1,"22,515"
791,2014-01-02,2014,1,2,"23,0144"
1455,2014-01-03,2014,1,3,"23,0144"
2119,2014-01-04,2014,1,4,"22,515"
2783,2014-01-05,2014,1,5,"21,5299"
3447,2014-01-06,2014,1,6,"19,6145"
4111,2014-01-07,2014,1,7,"18,2438"
4775,2014-01-08,2014,1,8,"17,3603"
5439,2014-01-09,2014,1,9,"17,3603"
6103,2014-01-10,2014,1,10,"16,4939"
6767,2014-01-11,2014,1,11,"16,4939"
7431,2014-01-12,2014,1,12,"16,4939"
8095,2014-01-13,2014,1,13,"16,9249"
8759,2014-01-14,2014,1,14,"18,2438"
9423,2014-01-15,2014,1,15,"25,0566"
10087,2014-01-16,2014,1,16,"29,3529"
10751,2014-01-17,2014,1,17,"34,5158"
11415,2014-01-18,2014,1,18,"36,92"
12079,2014-01-19,2014,1,19,"35,1106"
12743,2014-01-20,2014,1,20,"34,5158"
13407,2014-01-21,2014,1,21,"33,3388"
14071,2014-01-22,2014,1,22,"27,1697"
14735,2014-01-23,2014,1,23,"23,5182"
15399,2014-01-24,2014,1,24,"22,0202"
16063,2014-01-25,2014,1,25,"21,0442"
16727,2014-01-26,2014,1,26,"20,563"
17391,2014-01-27,2014,1,27,"20,0865"
18055,2014-01-28,2014,1,28,"20,0865"
18719,2014-01-29,2014,1,29,"20,0865"
19383,2014-01-30,2014,1,30,"18,2438"
20047,2014-01-31,2014,1,31,"16,9249"
126,2014-02-01,2014,2,1,"16,4939"
790,2014-02-02,2014,2,2,"16,0673"
1454,2014-02-03,2014,2,3,"16,0673"
2118,2014-02-04,2014,2,4,"15,645"
2782,2014-02-05,2014,2,5,"14,8136"
3446,2014-02-06,2014,2,6,"14,8136"
4110,2014-02-07,2014,2,7,"14,8136"
4774,2014-02-08,2014,2,8,"14,0"
5438,2014-02-09,2014,2,9,"14,0"
6102,2014-02-10,2014,2,10,"14,0"
6766,2014-02-11,2014,2,11,"14,0"
7430,2014-02-12,2014,2,12,"14,0"
8094,2014-02-13,2014,2,13,"14,8136"
8758,2014-02-14,2014,2,14,"18,2438"
9422,2014-02-15,2014,2,15,"18,6919"
10086,2014-02-16,2014,2,16,"28,2526"
10750,2014-02-17,2014,2,17,"30,4704"
11414,2014-02-18,2014,2,18,"49,2323"
12078,2014-02-19,2014,2,19,"56,2878"
12742,2014-02-20,2014,2,20,"35,7096"
13406,2014-02-21,2014,2,21,"26,1044"
14070,2014-02-22,2014,2,22,"29,3529"
14734,2014-02-23,2014,2,23,"29,9095"
15398,2014-02-24,2014,2,24,"29,3529"
16062,2014-02-25,2014,2,25,"27,1697"
16726,2014-02-26,2014,2,26,"24,5393"
17390,2014-02-27,2014,2,27,"24,0265"
18054,2014-02-28,2014,2,28,"23,5182"
125,2014-03-01,2014,3,1,"21,0442"
789,2014-03-02,2014,3,2,"40,6503"
1453,2014-03-03,2014,3,3,"28,2526"
2117,2014-03-04,2014,3,4,"23,0144"
2781,2014-03-05,2014,3,5,"25,0566"
3445,2014-03-06,2014,3,6,"35,1106"
4109,2014-03-07,2014,3,7,"32,7566"
4773,2014-03-08,2014,3,8,"46,5198"
5437,2014-03-09,2014,3,9,"54,8456"
6101,2014-03-10,2014,3,10,"57,7453"
6765,2014-03-11,2014,3,11,"33,9252"
7429,2014-03-12,2014,3,12,"47,192"
8093,2014-03-13,2014,3,13,"52,7114"
8757,2014-03-14,2014,3,14,"40,6503"
9421,2014-03-15,2014,3,15,"31,0355"
10085,2014-03-16,2014,3,16,"29,3529"
10749,2014-03-17,2014,3,17,"27,709"
11413,2014-03-18,2014,3,18,"45,1873"
12077,2014-03-19,2014,3,19,"45,1873"
12741,2014-03-20,2014,3,20,"38,147"
13405,2014-03-21,2014,3,21,"39,3904"
14069,2014-03-22,2014,3,22,"46,5198"
14733,2014-03-23,2014,3,23,"52,7114"
15397,2014-03-24,2014,3,24,"46,5198"
16061,2014-03-25,2014,3,25,"38,7666"
16725,2014-03-26,2014,3,26,"37,5314"
17389,2014-03-27,2014,3,27,"33,9252"
18053,2014-03-28,2014,3,28,"31,605"
18717,2014-03-29,2014,3,29,"32,1787"
19381,2014-03-30,2014,3,30,"41,2863"
20045,2014-03-31,2014,3,31,"40,0183"
124,2014-04-01,2014,4,1,"38,7666"
788,2014-04-02,2014,4,2,"38,7666"
1452,2014-04-03,2014,4,3,"37,5314"
2116,2014-04-04,2014,4,4,"35,1106"
2780,2014-04-05,2014,4,5,"30,4704"
3444,2014-04-06,2014,4,6,"29,9095"
4108,2014-04-07,2014,4,7,"29,3529"
4772,2014-04-08,2014,4,8,"31,605"
5436,2014-04-09,2014,4,9,"30,4704"
6100,2014-04-10,2014,4,10,"29,3529"
6764,2014-04-11,2014,4,11,"28,8006"
7428,2014-04-12,2014,4,12,"29,3529"
8092,2014-04-13,2014,4,13,"30,4704"
8756,2014-04-14,2014,4,14,"31,0355"
9420,2014-04-15,2014,4,15,"31,0355"
10084,2014-04-16,2014,4,16,"33,3388"
10748,2014-04-17,2014,4,17,"34,5158"
11412,2014-04-18,2014,4,18,"32,7566"
12076,2014-04-19,2014,4,19,"32,1787"
12740,2014-04-20,2014,4,20,"29,3529"
13404,2014-04-21,2014,4,21,"27,709"
14068,2014-04-22,2014,4,22,"26,1044"
14732,2014-04-23,2014,4,23,"31,605"
15396,2014-04-24,2014,4,24,"30,4704"
16060,2014-04-25,2014,4,25,"29,9095"
16724,2014-04-26,2014,4,26,"27,709"
17388,2014-04-27,2014,4,27,"25,5783"
18052,2014-04-28,2014,4,28,"25,0566"
18716,2014-04-29,2014,4,29,"24,0265"
19380,2014-04-30,2014,4,30,"24,0265"
123,2014-05-01,2014,5,1,"24,0265"
787,2014-05-02,2014,5,2,"24,0265"
1451,2014-05-03,2014,5,3,"23,5182"
2115,2014-05-04,2014,5,4,"23,5182"
2779,2014-05-05,2014,5,5,"23,0144"
3443,2014-05-06,2014,5,6,"23,0144"
4107,2014-05-07,2014,5,7,"22,0202"
